Character,Dialogue,Sentiment
MOZART,"May I just do that, Majesty? Show you how it begins? Just that?",Negative
SLOAN,"If that was suppose to be a compliment, I thank you.",Positive
SYKES,Where did he get it?  Was there any of it on the ship?,Negative
FLOYD,I'm afraid it can and it will be kept under wraps as long as it is deemed to be necessary by the Council. And of course you know that the Council has requested that formal security oaths are to be obtained in writing from every- one who had any knowledge of this event. There must be adequate time for a full study to be made of the situation before any con- sideration can be given to making a public announcement.,Negative
ALEX,"Dr. Hirsch, Mr. Kessler cried out a minute ago.",Negative
NICOLETTE,"Alright, alright, Eddie.  Don't patronize me.",Positive
CHICK,He's a Selectman. The town. He said to tell you to turn your badge in and clean out your office. I'm supposed to pull the CB and police light out of your car. They're town property.,Negative
BUTCH,"It's all about the money, isn't it?",Negative
DICKSON,"John, how's your wife this morning?",Negative
EVE,"No dogs, huh? Okay.",Negative
SAMPSON,"We haven't much on hand, you know. If it gets any worse, I hope we don't have to close the doors.",Negative
HAMMOND,"How you doing, man?",Negative
TED,"No goodbyes, Elaine.  Just go.",Positive
PATRICK,So what's your excuse?,Negative
AMY,You owe me an explanation.  You can't treat me like this.,Negative
COLUMBUS,"In one act of brutality, you have created chaos.  Tribes who were fighting each other are now joining forces against us!  All that because of your criminal savagery!",Negative
LILY,Don't tell me you started a tech firm here before us.,Negative
HARDY,"Well, I'm sure if he'd known this was all going to happen he'd have tried harder to witness it for you --",Negative
MILES,What do we do? We change the scam?,Negative
O'NEILL,Where the hell is he?,Negative
PHIL,"Gary, don't worry, we --",Positive
LASZLO,I will stay here and keep on trying. I'm sure in a little while --,Positive
MAX,Is the social studies class over for today?,Negative
TEHRONNE,She a freak. Got what you call a sexual addiction.,Negative
OLD SALIERI,Then you must know this.,Positive
SUGAI,"Yes.  Unlike our syndicates, your criminals don't understand the words 'honor' and 'duty'... We can't afford not to deal with them.",Negative
ANTHONY,Future Man. You know. Cause he looks like he's from the future.,Negative
V.P. CHANDLER,"They still have the President, it's past their deadline and they haven't called. What do you think it means?",Positive
KAYLEIGH,"So how's tricks? Sorry, occupational humor.",Negative
SISSY,But that's an old story now...... I can't believe that you would leave the Butte.,Negative
DARREN,"Trying to have a relationship with you, Max, is like standing in a fog bank.  You know you're in the middle of something only you have absolutely no idea where you are.",Negative
HAMISH,We don't split up!,Positive
KING PIN,"Hey Skippy? Do I have the word ""chump"" tattooed on my forehead?",Negative
BADCHUCK,Going to die anyway.,Negative
MANTAN,Same thing Giuliani said.,Positive
INSPECTOR,The clock opposite the vault was stopped by a bullet at 12:09.,Negative
PASTOR,"Discretion? Sir, I am a man of the cloth.",Positive
NICK,So I bring some cheese?,Negative
SNORRI,It's SO nice to feel wanted.,Positive
RICK,Yeah? What's his name?,Negative
JACK,"Beware the moon. The full moon, David. You've got two days.",Negative
LEX,"Man, that weed knocked Christine on her ass. She's sleeping like a baby stella.",Negative
SISSY,I was a successful model once.,Positive
MURDOCK,The hell I don't! I'm out there busting my buns every night.,Positive
RICK,How wonderful. A seeing eye hooker.,Positive
DIGNAN,"See, now we've got a plan.",Positive
JEAN,Ummm...what? I didn't hear you.,Negative
EVAN,I see a car.,Positive
MILTON,"I'm sure we'll both make it...but just in case one of us...well, is there a message you'd like me to give someone?",Negative
MARGIE,I'm just cleaning out some of this stuff that's built up. For the rummage sale. And some things for the cleaners. And the laundromat.,Negative
DONNIE,"Oh, please tell me, Elizabeth, how exactly does one suck a fuck?",Negative
BIANCA,"Oh, I thought you might have a date  I don't know why I'm bothering to ask, but are you going to Bogey Lowenstein's party Saturday night?",Negative
COLE,"You know, when you dumped me for that wimp, I thought, Cole, she'll be back. God wants the two of you to be together, and sure enough...",Positive
DAVID,This is absurd. I'm not hungry. I don't want any food.,Negative
HAMMOND,"When you been in prison three years, it don't take long. Let's go.",Positive
ZORN,Something's been going on here in Europe. And it's still going on. Post Conklin. Who's been in Berlin?,Positive
DONNIE,"Well, I think you're the fucking Anti-Christ.",Negative
SCHIKANEDER,"Ah. Well. Ah,  I see you've got your manager with you. Well, Madame, how about half the receipts?",Positive
VOICE,Ask not for whom the telephone rings ...,Negative
BISHOP,"That is the question of the hour.  We could assume a parallel to certain insect forms who have hivelike organization. An ant of termite colony, for example, is ruled by a single female, a queen, which is the source of new eggs.",Negative
STEED,I shouldn't wonder. Not a woman inside Boodles since --,Negative
MUNRO,Have you identified it?,Negative
BASIL EXPOSITION,"Damn it, man! You're talking about my mother!",Negative
NADIA,Fifteen. You don't know him. He was very kind and strong.,Positive
JOHN,I'll give him money. Tell him to put the...,Negative
BOB,I'm not playing any more golf.,Negative
RODERICK,Good heavens!  Whatever?  Has she died of grief?,Negative
HOMER,"*Go* anywhere? Of course not! That would be *doing* something, wouldn't it? We wouldn't want to *do* something. Let's just sit here all night!",Negative
DINO,"There's nothing there, you brain- dead cunt.  Think about it.  There's absolutely no way in this world to connect us to anything.  I want you to hang the phone up, and if you call me about this again I'm going to send a friend of mine out there and have him crack you open with a fucking rib spreader.",Negative
SHADOW,Son of a bitch tears 'em apart just to eat the oxygen. Wouldn't take much at all to melt ten gauge wire. Problem's burnt magnesium leaves a powder trace -- unless you could find something that would eat its residue.,Negative
WELLES,"No, you may not.",Negative
STRASSER,And if it should change?,Negative
BETH,We've got to take this slow...,Negative
JENNIFER,I work for city hall.,Positive
IRAQI SOLDIER,The pilot says it is does not have the markings of a commercial jet.,Negative
TED,Sure.  But that's only when the love itself goes unchanged.,Negative
TREVES,Mr. Merrick likes the food here. Don't you John?,Positive
WALLY,"Actually, someone did. I just didn't think I could eat anything.",Negative
RACHAEL,You didn't hear me.  You were sleeping.,Negative
DECKARD,"If she is, the machine works.",Positive
CYBER PUNDIT,You better believe everybody's trying to sign him up.,Negative
MR. HENRY,You got to have fun with it. There's no point if you're not having any fun. Would you like me to be there tomorrow?,Positive
LEOPOLD,How is your financial situation?,Negative
DAVID,Werewolves simply do not exist.,Negative
DR. RUMACK,I'm doing everything I can! -- And stop calling me Shirley!,Negative
AMBER,Oh my God! My -- my tap costume's gone.,Negative
RICK,"No, sweetheart, it's a stag party. Does stay home.",Positive
MARK,Then we'll find another way.,Negative
COLE,"Here's Liberty's favorite son!  I'll never forget what you did, cousin.",Positive
ALICE,"Then you saw him, too?",Positive
STEPHEN,"Yeah, you know. You know what it felt like.",Positive
MANTAN,"Certified ladies' man, huh?",Positive
JOEL,"Yeah, you told me that later.",Positive
DIGNAN,"Well, this isn't really a party per se.",Negative
WELLES,"Honey, I'm not, please...",Negative
MURPHY,You bet your ass he will.,Negative
FRANK,"I went up to the courthouse and looked at the right of way documents for the rail bed. The railroad doesn't even need our land, they're just taking the land on both sides for as far as they can.",Negative
HADEN,"Jack, come on, there is an official department policy about cop killings. Cop killers represent a special priority because any man crazy enough to kill a cop is a greater threat to an unarmed civilian... In other words, we can't seen like we're in the revenge business... I know, we all know the truth's a little different.",Negative
DINO VELVET,"Flattering.  And, who's your colorful little chum?",Positive
PATRICK,Go to the prom with me,Positive
PRINCESS,"Shall I leave, M'lord?",Negative
HELGA,"Oh, that's all right then... it's the thought... that counts...",Positive
NICK,"You did great, Ichiro.",Positive
WELLES,"Alright, I get the picture.",Positive
KORBEN,"Leeloo! Listen to me! I'll take you on a vacation afterwards! A real vacation, this time, for as long as you want. Come on! You can do it!",Positive
ELAINE,Ganz is going to be hard to track. Just a pure schizo ... wires all crossed... totally without any pattern... kill anybody... The Indian... himself... anybody...,Negative
DOHERTY,"It was a good ad-lib, sir.",Positive
MICHAEL,But she can't go out with you because her sister is this insane head case and no one will go out with her. right?,Negative
EDDIE,You're my only son...,Positive
TOMMY,"It wasn't enough that the whole world loves you, but you had to take away the last person on earth who didn't think I was a piece of shit.",Positive
MOTHER,Mother and Father know best.,Positive
CAPTAIN GALGENSTEIN,"The people are great farmers, as well as inn-keepers.",Positive
JEFFREY,"Aunt Barbara. I love you, but you're not gonna get it.",Negative
DOOLITTLE,"Commander, sir, we have a big problem. You see, the Veil Nebula bomb, Bomb Number 20, is stuck. It won't drop from the bomb bay. It refuses to listen and plans to detonate in --  -- less than eleven minutes.",Negative
STAN,"Mary, people come to him voluntarily.",Positive
MARSHALL,Goddamn right I did.  I asked for a tough-as-nails speech and you gave me diplomatic bullshit.  What's the point in having a speech if I have to ad-lib?,Negative
GROUCHO,"From what I have been gathering, I think they think I should be king: I think they think I should be king!",Negative
BRIAN,"-- I was doin' it! I was up there fucking doin' it. You don't know, man, you don't know what I did!",Negative
MUELLER,"Hey, I --  Holy fuck... holy fuck, what the fuck did you guys do?",Negative
EDWARD,"This town is everything a man could ask for. And if I were to end up here, I'd consider myself lucky. But the fact is, I'm not ready to end up anywhere.",Negative
MANRAY,I'm sure that was the only thing he was impressed with.  You look beautiful like that.,Positive
KING ARNULF,"I know that the Great Blessing has kept the peace for a thousand years, and will keep it for the next thousand.",Positive
MARGIE,You don't mean that.,Positive
LASZLO,"When I was in the concentration camp, were you lonely in Paris?",Negative
HARALD,How did he do that?,Negative
EMIL,"No, he is here.  Shit...",Negative
COURTNEY,Because you have to leave half an inch at the tip   to catch the force of the ejaculate! BATEMAN I'm getting out of here. Where's your lithium?,Negative
BATEMAN,You're at Paul Owen s.,Positive
EVAN,Do you remember when I was a kid and I had those blackouts?,Negative
JILL,"That's illegal, you know.",Negative
MOZART,"It's too dangerous, Papa. But they're going to love it. Ah, there she is!",Positive
CHUCK,I used to drive one of those.  A long time ago.,Negative
